train_order,algorithm,features,n_features,train_time,mem_max,f1_weighted,accuracy,roc_auc_ovr_weighted,confusion_matrix
20,AdaBoostClassifier(),"('petal_length', 'sepal_length')",2,10.343802299999993,1613.19140625,0.9327611959190907,0.9333333333333333,0.9716666666666667,"[[10  0  0]
 [ 0  9  1]
 [ 0  0 10]]"
16,DecisionTreeClassifier(max_depth=5),"('petal_length', 'sepal_length')",2,16.466361000000006,1612.7890625,0.9194957089693933,0.9200000000000002,0.9696666666666667,"[[10  0  0]
 [ 0  9  1]
 [ 0  1  9]]"
5,"MLPClassifier(alpha=1, max_iter=1000)","('petal_length', 'sepal_width', 'sepal_length')",3,15.641829900000019,1591.78125,0.9190854762264105,0.9200000000000002,0.9869999999999999,"[[10  0  0]
 [ 0 10  0]
 [ 0  0 10]]"
4,"RandomForestClassifier(max_depth=5, max_features=1, n_estimators=10)","('petal_length', 'sepal_width', 'sepal_length')",3,9.431412800000004,1591.5078125,0.9189466678657686,0.9133333333333334,0.9771666666666666,"[[10  0  0]
 [ 0  9  1]
 [ 0  0 10]]"
0,KNeighborsClassifier(n_neighbors=3),"('petal_length', 'sepal_width', 'sepal_length')",3,16.314231500000005,1585.546875,0.9108083339662286,0.9133333333333333,0.9836666666666666,"[[10  0  0]
 [ 0  8  2]
 [ 0  0 10]]"
7,GaussianNB(),"('petal_length', 'sepal_width', 'sepal_length')",3,17.3858831,1592.05078125,0.8781292791253754,0.8800000000000001,0.9766666666666668,"[[10  0  0]
 [ 0  9  1]
 [ 0  1  9]]"
10,LogisticRegression(),"('petal_length', 'sepal_width', 'sepal_length')",3,8.862292199999985,1602.3359375,0.8426270805218173,0.8466666666666667,0.9603333333333332,"[[10  0  0]
 [ 0  6  4]
 [ 0  0 10]]"
12,LogisticRegression(),"('sepal_width', 'sepal_length')",2,17.321045600000048,1610.625,0.7943017521507224,0.8,0.9156666666666666,"[[10  0  0]
 [ 1  5  4]
 [ 0  0 10]]"
14,GaussianProcessClassifier(kernel=1**2 * RBF(length_scale=1)),"('sepal_width', 'sepal_length')",2,22.189343699999995,1612.62890625,0.7840143859221798,0.7866666666666666,0.9206666666666667,"[[10  0  0]
 [ 0  8  2]
 [ 0  2  8]]"
6,AdaBoostClassifier(),"('petal_length', 'sepal_width', 'sepal_length')",3,11.218423700000017,1592.08984375,0.7690602834966256,0.8,0.9666666666666668,"[[10  0  0]
 [ 0 10  0]
 [ 0  9  1]]"
19,GaussianProcessClassifier(kernel=1**2 * RBF(length_scale=1)),"('sepal_length',)",1,20.61973389999997,1613.3203125,0.7114842308048661,0.72,0.8653333333333334,"[[9 1 0]
 [1 7 2]
 [0 1 9]]"
22,DecisionTreeClassifier(max_depth=5),"('sepal_length',)",1,17.235306399999956,1613.3359375,0.710761523859249,0.72,0.8133333333333332,"[[9 1 0]
 [1 7 2]
 [0 2 8]]"
9,"XGBClassifier(base_score=0.5, booster='gbtree', colsample_bylevel=1,
              colsample_bynode=1, colsample_bytree=1, enable_categorical=False,
              eval_metric='mlogloss', gamma=0, gpu_id=-1, importance_type=None,
              interaction_constraints='', learning_rate=0.300000012,
              max_delta_step=0, max_depth=6, min_child_weight=1, missing=nan,
              monotone_constraints='()', n_estimators=100, n_jobs=12,
              num_parallel_tree=1, objective='multi:softprob', predictor='auto',
              random_state=0, reg_alpha=0, reg_lambda=1, scale_pos_weight=None,
              subsample=1, tree_method='exact', use_label_encoder=False,
              validate_parameters=1, ...)","('petal_length', 'sepal_width', 'sepal_length')",3,9.684901200000013,1601.89453125,,,,"[[10  0  0]
 [ 0  9  1]
 [ 0  1  9]]"
